R_日期,DR001,DR007,R001,Unnamed: 4,R007_日期,R007,Unnamed: 7,FR007_日期,FR007,Unnamed: 10,GC_日期,GC001:收盘价,GC007:收盘价,Unnamed: 14,货币日期,中国:公开市场操作:货币净投放,中国:公开市场操作:货币投放,中国:公开市场操作:货币回笼
2021-07-20,2.1824,2.1729,2.2222,,2021-07-20,2.2005,,2021-07-20,2.2,,2021-07-20,1.915,2.2,,2021-07-22,0.0,100.0,100.0
2021-07-19,2.1117,2.1468,2.147,,2021-07-19,2.2141,,2021-07-19,2.16,,2021-07-19,2.04,2.325,,2021-07-21,0.0,100.0,100.0
2021-07-16,2.0799,2.1762,2.1207,,2021-07-16,2.2367,,2021-07-16,2.2,,2021-07-16,2.1,2.195,,2021-07-20,0.0,100.0,100.0
2021-07-15,2.0834,2.1646,2.1284,,2021-07-15,2.2166,,2021-07-15,2.2,,2021-07-15,1.845,2.005,,2021-07-19,0.0,100.0,100.0
2021-07-14,1.9771,2.1535,2.0181,,2021-07-14,2.2112,,2021-07-14,2.2,,2021-07-14,2.275,2.26,,2021-07-16,0.0,100.0,100.0
2021-07-13,2.039,2.1661,2.0841,,2021-07-13,2.2133,,2021-07-13,2.2,,2021-07-13,2.46,2.31,,2021-07-15,0.0,100.0,100.0
2021-07-12,1.9408,2.1392,1.984,,2021-07-12,2.2449,,2021-07-12,2.2,,2021-07-12,3.46,2.5,,2021-07-14,0.0,100.0,100.0
2021-07-09,2.1692,2.2142,2.2358,,2021-07-09,2.1055,,2021-07-09,2.22,,2021-07-09,4.44,2.86,,2021-07-13,0.0,100.0,100.0
2021-07-08,1.8056,2.0866,1.8419,,2021-07-08,2.1293,,2021-07-08,2.1,,2021-07-08,2.365,2.435,,2021-07-12,0.0,100.0,100.0
2021-07-07,2.0515,2.115,2.0931,,2021-07-07,2.0691,,2021-07-07,2.1165,,2021-07-07,2.28,2.35,,2021-07-09,0.0,100.0,100.0
2021-07-06,1.9052,2.0263,1.9485,,2021-07-06,2.0536,,2021-07-06,2.04,,2021-07-06,2.285,2.415,,2021-07-08,0.0,100.0,100.0
2021-07-05,1.663,1.9537,1.7087,,2021-07-05,2.0105,,2021-07-05,2.02,,2021-07-05,2.285,2.37,,2021-07-07,-200.0,100.0,300.0
2021-07-02,1.61,1.8895,1.6527,,2021-07-02,2.1985,,2021-07-02,2.0,,2021-07-02,2.195,2.215,,2021-07-06,-200.0,100.0,300.0
2021-07-01,1.7355,2.1117,1.7985,,2021-07-01,3.242,,2021-07-01,2.18,,2021-07-01,2.005,2.17,,2021-07-05,-200.0,100.0,300.0
2021-06-30,2.2461,2.548,3.6481,,2021-06-30,3.3838,,2021-06-30,3.1,,2021-06-30,1.93,2.095,,2021-07-02,-200.0,100.0,300.0
2021-06-29,1.7805,2.5219,1.8728,,2021-06-29,2.8334,,2021-06-29,3.15,,2021-06-29,2.075,2.18,,2021-07-01,-200.0,100.0,300.0
2021-06-28,1.5667,2.2904,1.6152,,2021-06-28,2.7276,,2021-06-28,2.6,,2021-06-28,2.19,2.285,,2021-06-30,200.0,300.0,100.0
2021-06-25,1.525,2.1972,1.5741,,2021-06-25,2.7907,,2021-06-25,2.65,,2021-06-25,2.095,2.105,,2021-06-29,200.0,300.0,100.0
2021-06-24,1.8185,2.2559,1.8687,,2021-06-24,2.3719,,2021-06-24,2.66,,2021-06-24,1.9,2.055,,2021-06-28,250.0,350.0,100.0
2021-06-23,2.1816,2.2696,2.2335,,2021-06-23,2.4222,,2021-06-23,2.3,,2021-06-23,1.78,1.92,,2021-06-25,150.0,300.0,150.0
2021-06-22,2.3118,2.358,2.3926,,2021-06-22,2.3371,,2021-06-22,2.3512,,2021-06-22,1.79,1.905,,2021-06-24,200.0,300.0,100.0
2021-06-21,2.2524,2.2808,2.2985,,2021-06-21,2.2142,,2021-06-21,2.3,,2021-06-21,1.84,1.94,,2021-06-23,0.0,100.0,100.0
2021-06-18,2.029,2.2039,2.0535,,2021-06-18,2.2255,,2021-06-18,2.21,,2021-06-18,2.245,2.18,,2021-06-22,0.0,100.0,100.0
2021-06-17,1.8733,2.1664,1.9018,,2021-06-17,2.2518,,2021-06-17,2.2,,2021-06-17,2.22,2.205,,2021-06-21,100.0,100.0,0.0
2021-06-16,1.996,2.1893,2.0264,,2021-06-16,2.2556,,2021-06-16,2.25,,2021-06-16,2.17,2.215,,2021-06-18,0.0,100.0,100.0
2021-06-15,2.0971,2.2294,2.1314,,2021-06-15,2.1131,,2021-06-15,2.2417,,2021-06-15,2.18,2.3,,2021-06-17,0.0,100.0,100.0
2021-06-11,2.0012,2.1516,2.0297,,2021-06-11,2.1677,,2021-06-11,2.1524,,2021-06-11,2.115,2.23,,2021-06-16,0.0,100.0,100.0
2021-06-10,1.8829,2.1193,1.9117,,2021-06-10,2.2887,,2021-06-10,2.15,,2021-06-10,2.045,2.305,,2021-06-15,-100.0,100.0,200.0
2021-06-09,2.1597,2.2716,2.194,,2021-06-09,2.3472,,2021-06-09,2.3,,2021-06-09,2.19,2.385,,2021-06-11,0.0,100.0,100.0
2021-06-08,2.1872,2.2684,2.2252,,2021-06-08,2.3174,,2021-06-08,2.3,,2021-06-08,2.24,2.345,,2021-06-10,0.0,100.0,100.0
2021-06-07,2.3092,2.279,2.3681,,2021-06-07,2.1429,,2021-06-07,2.3,,2021-06-07,2.035,2.11,,2021-06-09,0.0,100.0,100.0
2021-06-04,2.183,2.1741,2.2188,,2021-06-04,2.1087,,2021-06-04,2.15,,2021-06-04,1.875,2.065,,2021-06-08,0.0,100.0,100.0
2021-06-03,1.8513,2.0618,1.8841,,2021-06-03,2.2256,,2021-06-03,2.0991,,2021-06-03,1.86,2.095,,2021-06-07,0.0,100.0,100.0
2021-06-02,2.0003,2.1269,2.0444,,2021-06-02,2.29,,2021-06-02,2.21,,2021-06-02,1.96,2.26,,2021-06-04,0.0,100.0,100.0
2021-06-01,2.1776,2.2064,2.2266,,2021-06-01,2.7026,,2021-06-01,2.25,,2021-06-01,1.97,2.325,,2021-06-03,0.0,100.0,100.0
2021-05-31,2.2818,2.5786,2.5069,,2021-05-31,2.4354,,2021-05-31,2.65,,2021-05-31,1.77,2.03,,2021-06-02,0.0,100.0,100.0
2021-05-28,2.1636,2.3086,2.2092,,2021-05-28,2.3688,,2021-05-28,2.4,,2021-05-28,1.86,1.98,,2021-06-01,0.0,100.0,100.0
2021-05-27,2.1176,2.2564,2.1524,,2021-05-27,2.3937,,2021-05-27,2.35,,2021-05-27,1.74,1.9,,2021-05-31,0.0,100.0,100.0
2021-05-26,1.9966,2.2603,2.0261,,2021-05-26,2.4274,,2021-05-26,2.35,,2021-05-26,1.66,1.895,,2021-05-28,0.0,100.0,100.0
2021-05-25,2.1636,2.2575,2.2078,,2021-05-25,2.1538,,2021-05-25,2.4,,2021-05-25,1.72,1.925,,2021-05-27,-50.0,100.0,150.0
2021-05-24,2.1718,2.1348,2.2085,,2021-05-24,2.1427,,2021-05-24,2.13,,2021-05-24,1.615,1.86,,2021-05-26,0.0,100.0,100.0
2021-05-21,1.97,2.1098,2.0007,,2021-05-21,2.2088,,2021-05-21,2.15,,2021-05-21,1.675,1.855,,2021-05-25,50.0,150.0,100.0
2021-05-20,2.0696,2.1635,2.1056,,2021-05-20,2.1913,,2021-05-20,2.17,,2021-05-20,1.815,1.955,,2021-05-24,0.0,100.0,100.0
2021-05-19,2.0279,2.1455,2.058,,2021-05-19,2.2437,,2021-05-19,2.1676,,2021-05-19,2.07,2.08,,2021-05-21,0.0,100.0,100.0
2021-05-18,2.0928,2.1914,2.1304,,2021-05-18,2.1874,,2021-05-18,2.22,,2021-05-18,2.165,2.265,,2021-05-20,0.0,100.0,100.0
2021-05-17,2.1462,2.1857,2.1846,,2021-05-17,2.0255,,2021-05-17,2.18,,2021-05-17,2.685,2.35,,2021-05-19,0.0,100.0,100.0
2021-05-14,1.8106,1.9942,1.8377,,2021-05-14,2.0687,,2021-05-14,2.05,,2021-05-14,3.755,3.07,,2021-05-18,0.0,100.0,100.0
2021-05-13,1.9513,2.0577,1.9856,,2021-05-13,1.9994,,2021-05-13,2.07,,2021-05-13,2.695,2.785,,2021-05-17,-100.0,100.0,200.0
2021-05-12,1.9458,1.9963,1.9772,,2021-05-12,1.9733,,2021-05-12,2.0,,2021-05-12,2.375,2.725,,2021-05-14,0.0,100.0,100.0
2021-05-11,1.9219,2.002,1.9589,,2021-05-11,1.9528,,2021-05-11,2.0,,2021-05-11,2.07,2.725,,2021-05-13,0.0,100.0,100.0
2021-05-10,1.6643,1.8479,1.6997,,2021-05-10,1.821,,2021-05-10,1.9,,2021-05-10,2.045,2.445,,2021-05-12,100.0,100.0,0.0
2021-05-08,1.4703,1.7686,1.4749,,2021-05-08,1.9728,,2021-05-08,1.85,,2021-05-08,2.02,2.16,,2021-05-11,100.0,100.0,0.0
2021-05-07,1.7517,1.9056,1.7568,,2021-05-07,2.1395,,2021-05-07,1.9809,,2021-05-07,2.05,2.235,,2021-05-10,100.0,100.0,0.0
2021-05-06,2.0605,2.1191,2.1005,,2021-05-06,2.3769,,2021-05-06,2.13,,2021-05-06,2.05,2.235,,2021-05-08,100.0,100.0,0.0
2021-04-30,2.2624,2.3465,2.313,,2021-04-30,2.3265,,2021-04-30,2.36,,2021-04-30,1.83,2.095,,2021-05-07,0.0,100.0,100.0
2021-04-29,1.818,2.2716,1.8532,,2021-04-29,2.269,,2021-04-29,2.3,,2021-04-29,1.7,1.86,,2021-05-06,-400.0,100.0,500.0
2021-04-28,1.7802,2.16,1.8116,,2021-04-28,2.295,,2021-04-28,2.2185,,2021-04-28,1.745,1.975,,2021-04-30,0.0,100.0,100.0
2021-04-27,1.7994,2.2087,1.8315,,2021-04-27,2.3549,,2021-04-27,2.3,,2021-04-27,1.875,2.265,,2021-04-29,0.0,150.0,150.0
2021-04-26,2.0433,2.2356,2.0873,,2021-04-26,2.2372,,2021-04-26,2.3,,2021-04-26,1.72,1.99,,2021-04-28,0.0,100.0,100.0
2021-04-25,2.0159,2.1767,2.0192,,2021-04-25,2.1141,,2021-04-25,2.2,,2021-04-25,1.64,1.985,,2021-04-27,0.0,100.0,100.0
2021-04-23,1.9558,2.097,1.9596,,2021-04-23,2.1456,,2021-04-23,2.12,,2021-04-23,1.715,1.93,,2021-04-26,0.0,100.0,100.0
2021-04-22,2.1115,2.1267,2.1552,,2021-04-22,2.091,,2021-04-22,2.14,,2021-04-22,1.73,1.935,,2021-04-25,100.0,100.0,0.0
2021-04-21,1.8713,2.0815,1.9048,,2021-04-21,2.236,,2021-04-21,2.1,,2021-04-21,1.735,1.96,,2021-04-23,0.0,100.0,100.0
2021-04-20,1.8422,2.161,1.873,,2021-04-20,2.3254,,2021-04-20,2.22,,2021-04-20,1.635,1.9,,2021-04-22,0.0,100.0,100.0
2021-04-19,2.0752,2.2167,2.1117,,2021-04-19,2.1677,,2021-04-19,2.25,,2021-04-19,1.625,1.91,,2021-04-21,0.0,100.0,100.0
2021-04-16,1.9299,2.1676,1.9666,,2021-04-16,2.0481,,2021-04-16,2.1933,,2021-04-16,1.63,1.845,,2021-04-20,0.0,100.0,100.0
2021-04-15,1.8105,2.0331,1.846,,2021-04-15,1.9806,,2021-04-15,2.05,,2021-04-15,1.62,1.965,,2021-04-19,0.0,100.0,100.0
2021-04-14,1.8023,2.0349,1.8395,,2021-04-14,1.9778,,2021-04-14,2.0,,2021-04-14,2.05,2.265,,2021-04-16,0.0,100.0,100.0
2021-04-13,1.7818,2.0232,1.8163,,2021-04-13,1.982,,2021-04-13,2.0,,2021-04-13,2.21,2.3,,2021-04-15,0.0,100.0,100.0
2021-04-12,1.7817,1.9879,1.8184,,2021-04-12,1.9272,,2021-04-12,2.0,,2021-04-12,2.12,2.225,,2021-04-14,0.0,100.0,100.0
2021-04-09,1.78,1.973,1.8128,,2021-04-09,1.9629,,2021-04-09,1.95,,2021-04-09,1.91,2.22,,2021-04-13,0.0,100.0,100.0
2021-04-08,1.7487,1.9752,1.7882,,2021-04-08,1.9476,,2021-04-08,1.95,,2021-04-08,1.885,2.37,,2021-04-12,100.0,100.0,0.0
2021-04-07,1.81,1.9125,1.8531,,2021-04-07,1.9693,,2021-04-07,1.92,,2021-04-07,1.81,2.38,,2021-04-09,0.0,100.0,100.0
2021-04-06,1.7685,1.9792,1.8081,,2021-04-06,2.0824,,2021-04-06,2.0,,2021-04-06,1.9,2.37,,2021-04-08,0.0,100.0,100.0
2021-04-02,1.7163,2.0979,1.7512,,2021-04-02,2.2356,,2021-04-02,2.13,,2021-04-02,1.955,2.385,,2021-04-07,0.0,100.0,100.0
2021-04-01,2.1283,2.1536,2.196,,2021-04-01,2.6713,,2021-04-01,2.1507,,2021-04-01,1.845,1.865,,2021-04-06,-100.0,100.0,200.0
2021-03-31,2.0945,2.2855,2.3929,,2021-03-31,2.4952,,2021-03-31,2.55,,2021-03-31,1.52,1.885,,2021-04-02,0.0,100.0,100.0
2021-03-30,1.8264,2.2434,1.8808,,2021-03-30,2.4664,,2021-03-30,2.4,,2021-03-30,2.085,2.695,,2021-04-01,0.0,100.0,100.0
2021-03-29,1.7955,2.1815,1.8394,,2021-03-29,2.4746,,2021-03-29,2.4,,2021-03-29,2.58,2.935,,2021-03-31,0.0,100.0,100.0
2021-03-26,1.7637,2.2192,1.8057,,2021-03-26,2.4559,,2021-03-26,2.45,,2021-03-26,2.285,2.865,,2021-03-30,0.0,100.0,100.0
2021-03-25,2.0057,2.211,2.0572,,2021-03-25,1.9964,,2021-03-25,2.28,,2021-03-25,2.075,2.895,,2021-03-29,0.0,100.0,100.0
2021-03-24,1.8402,1.9399,1.8818,,2021-03-24,2.1162,,2021-03-24,2.0,,2021-03-24,2.515,2.73,,2021-03-26,-50.0,100.0,150.0
2021-03-23,1.9608,2.0985,2.0042,,2021-03-23,2.1791,,2021-03-23,2.1096,,2021-03-23,4.14,3.53,,2021-03-25,0.0,100.0,100.0
2021-03-22,2.0433,2.1064,2.0869,,2021-03-22,2.1914,,2021-03-22,2.15,,2021-03-22,2.85,3.66,,2021-03-24,50.0,150.0,100.0
2021-03-19,2.1133,2.1798,2.1584,,2021-03-19,2.1908,,2021-03-19,2.2,,2021-03-19,7.145,5.5,,2021-03-23,0.0,100.0,100.0
2021-03-18,2.1962,2.1818,2.2497,,2021-03-18,2.1332,,2021-03-18,2.18,,2021-03-18,3.955,3.785,,2021-03-22,0.0,100.0,100.0
2021-03-17,1.9854,2.1383,2.024,,2021-03-17,2.302,,2021-03-17,2.15,,2021-03-17,4.64,3.995,,2021-03-19,0.0,100.0,100.0
2021-03-16,2.1168,2.2198,2.1652,,2021-03-16,2.3008,,2021-03-16,2.26,,2021-03-16,2.975,3.09,,2021-03-18,0.0,100.0,100.0
2021-03-15,2.2238,2.2957,2.2884,,2021-03-15,2.065,,2021-03-15,2.28,,2021-03-15,2.89,2.865,,2021-03-17,0.0,100.0,100.0
2021-03-12,1.7876,2.1111,1.8247,,2021-03-12,2.0509,,2021-03-12,2.1,,2021-03-12,3.035,2.865,,2021-03-16,0.0,100.0,100.0
2021-03-11,1.7949,2.041,1.8349,,2021-03-11,2.0379,,2021-03-11,2.05,,2021-03-11,2.905,2.73,,2021-03-15,0.0,100.0,100.0
2021-03-10,1.7395,1.9911,1.7825,,2021-03-10,2.0366,,2021-03-10,2.01,,2021-03-10,2.315,2.62,,2021-03-12,0.0,100.0,100.0
2021-03-09,1.978,2.04,2.0304,,2021-03-09,2.0465,,2021-03-09,2.05,,2021-03-09,2.06,2.475,,2021-03-11,0.0,100.0,100.0
2021-03-08,1.705,2.0988,1.7479,,2021-03-08,1.9971,,2021-03-08,2.1,,2021-03-08,1.88,2.04,,2021-03-10,0.0,100.0,100.0
2021-03-05,1.5711,1.9683,1.6114,,2021-03-05,2.0946,,2021-03-05,2.0,,2021-03-05,1.715,1.92,,2021-03-09,0.0,100.0,100.0
2021-03-04,1.8929,2.13,1.9486,,2021-03-04,1.9889,,2021-03-04,2.14,,2021-03-04,1.61,1.85,,2021-03-08,0.0,100.0,100.0
2021-03-03,1.4905,1.8413,1.532,,2021-03-03,2.1552,,2021-03-03,1.95,,2021-03-03,1.6,1.92,,2021-03-05,-100.0,100.0,200.0
2021-03-02,1.7579,2.0842,1.8036,,2021-03-02,2.2427,,2021-03-02,2.15,,2021-03-02,1.74,1.97,,2021-03-04,-100.0,100.0,200.0
2021-03-01,2.1214,2.1974,2.182,,2021-03-01,2.3667,,2021-03-01,2.2,,2021-03-01,1.675,1.87,,2021-03-03,0.0,100.0,100.0
2021-02-26,2.114,2.2135,2.2122,,2021-02-26,2.299,,2021-02-26,2.25,,2021-02-26,1.7,1.91,,2021-03-02,0.0,100.0,100.0
2021-02-25,1.7022,2.2092,1.7467,,2021-02-25,2.3326,,2021-02-25,2.25,,2021-02-25,1.765,1.925,,2021-03-01,-50.0,150.0,200.0
2021-02-24,1.5116,2.1427,1.5522,,2021-02-24,2.4707,,2021-02-24,2.26,,2021-02-24,1.83,1.965,,2021-02-26,0.0,200.0,200.0
2021-02-23,1.9405,2.277,1.9909,,2021-02-23,2.4461,,2021-02-23,2.4,,2021-02-23,2.62,2.435,,2021-02-25,-50.0,200.0,250.0
2021-02-22,1.5166,2.1709,1.5585,,2021-02-22,2.0444,,2021-02-22,2.4,,2021-02-22,4.095,3.0,,2021-02-24,100.0,100.0,0.0
2021-02-20,1.4384,2.0122,1.4419,,2021-02-20,2.0553,,2021-02-20,2.0,,2021-02-20,3.435,3.65,,2021-02-23,100.0,100.0,0.0
2021-02-19,1.8152,1.9951,1.8237,,2021-02-19,2.294,,2021-02-19,2.08,,2021-02-19,3.995,4.15,,2021-02-22,-400.0,100.0,500.0
2021-02-18,2.2982,2.2274,2.3539,,2021-02-18,2.1448,,2021-02-18,2.2,,2021-02-18,3.635,4.02,,2021-02-20,100.0,100.0,0.0
2021-02-10,1.8265,2.2083,1.8607,,2021-02-10,2.5484,,2021-02-10,2.2,,2021-02-10,3.6,3.69,,2021-02-19,-800.0,200.0,1000.0
2021-02-09,1.741,2.4712,1.7912,,2021-02-09,2.5283,,2021-02-09,2.6,,2021-02-09,2.5,3.285,,2021-02-18,-2600.0,200.0,2800.0
2021-02-08,1.8941,2.3461,1.9377,,2021-02-08,2.432,,2021-02-08,2.44,,2021-02-08,2.62,2.69,,2021-02-10,-800.0,200.0,1000.0
2021-02-07,1.5252,2.3518,1.5358,,2021-02-07,2.2996,,2021-02-07,2.38,,2021-02-07,2.82,2.825,,2021-02-09,-300.0,500.0,800.0
2021-02-05,1.8793,2.2513,1.8911,,2021-02-05,2.5297,,2021-02-05,2.34,,2021-02-05,2.98,2.94,,2021-02-08,100.0,1100.0,1000.0
2021-02-04,2.0549,2.3168,2.1088,,2021-02-04,2.2336,,2021-02-04,2.32,,2021-02-04,3.065,2.91,,2021-02-07,500.0,500.0,0.0
2021-02-03,1.8648,2.1181,1.9271,,2021-02-03,2.5807,,2021-02-03,2.1333,,2021-02-03,2.41,2.43,,2021-02-05,0.0,1000.0,1000.0
2021-02-02,2.2348,2.241,2.2992,,2021-02-02,3.7666,,2021-02-02,2.28,,2021-02-02,2.125,2.315,,2021-02-04,0.0,1000.0,1000.0
2021-02-01,2.7533,3.1656,3.0551,,2021-02-01,4.393,,2021-02-01,3.19,,2021-02-01,2.105,2.365,,2021-02-03,-800.0,1000.0,1800.0
2021-01-29,3.3334,3.1587,6.5883,,2021-01-29,4.8315,,2021-01-29,3.19,,2021-01-29,2.51,2.7,,2021-02-02,780.0,800.0,20.0
2021-01-28,3.0487,3.0801,4.2148,,2021-01-28,4.0193,,2021-01-28,3.19,,2021-01-28,2.87,2.74,,2021-02-01,980.0,1000.0,20.0
2021-01-27,3.004,3.0936,3.5894,,2021-01-27,3.3341,,2021-01-27,3.1,,2021-01-27,2.34,2.385,,2021-01-29,930.0,1000.0,70.0
2021-01-26,2.7746,2.7851,3.1797,,2021-01-26,2.7937,,2021-01-26,2.77,,2021-01-26,2.28,2.375,,2021-01-28,-1450.0,1050.0,2500.0
2021-01-25,2.4955,2.4218,2.611,,2021-01-25,2.5236,,2021-01-25,2.5,,2021-01-25,2.055,2.335,,2021-01-27,-1000.0,1800.0,2800.0
2021-01-22,2.4567,2.3504,2.5579,,2021-01-22,2.7056,,2021-01-22,2.4,,2021-01-22,2.14,2.41,,2021-01-26,-780.0,20.0,800.0
2021-01-21,2.5913,2.4017,2.7303,,2021-01-21,2.8475,,2021-01-21,2.6,,2021-01-21,2.185,2.425,,2021-01-25,0.0,20.0,20.0
2021-01-20,2.4943,2.5528,2.6477,,2021-01-20,2.7555,,2021-01-20,2.65,,2021-01-20,2.315,2.48,,2021-01-22,0.0,20.0,20.0
2021-01-19,2.2834,2.3383,2.4173,,2021-01-19,2.2976,,2021-01-19,2.46,,2021-01-19,3.49,2.785,,2021-01-21,2480.0,2500.0,20.0
2021-01-18,2.1393,2.1777,2.2146,,2021-01-18,2.0334,,2021-01-18,2.19,,2021-01-18,1.76,2.28,,2021-01-20,2780.0,2800.0,20.0
2021-01-15,1.7537,2.0109,1.81,,2021-01-15,2.0226,,2021-01-15,2.0,,2021-01-15,1.86,2.405,,2021-01-19,750.0,800.0,50.0
2021-01-14,1.6684,1.9488,1.7404,,2021-01-14,2.0316,,2021-01-14,1.9687,,2021-01-14,2.64,2.66,,2021-01-18,-30.0,20.0,50.0
2021-01-13,1.3946,1.92,1.466,,2021-01-13,1.9894,,2021-01-13,1.985,,2021-01-13,1.49,2.61,,2021-01-15,-30.0,20.0,50.0
2021-01-12,1.3325,1.8552,1.4099,,2021-01-12,1.9881,,2021-01-12,1.96,,2021-01-12,0.845,2.465,,2021-01-14,-80.0,20.0,100.0
2021-01-11,1.2117,1.9394,1.2854,,2021-01-11,1.9588,,2021-01-11,2.0,,2021-01-11,2.7,3.34,,2021-01-13,-80.0,20.0,100.0
2021-01-08,0.9153,1.9795,1.0167,,2021-01-08,1.9404,,2021-01-08,2.08,,2021-01-08,2.595,2.94,,2021-01-12,-50.0,50.0,100.0
2021-01-07,0.9084,1.7172,0.9931,,2021-01-07,1.99,,2021-01-07,1.85,,2021-01-07,2.325,2.68,,2021-01-11,-150.0,50.0,200.0
2021-01-06,0.6004,1.6911,0.6909,,2021-01-06,1.937,,2021-01-06,2.0,,2021-01-06,2.255,2.475,,2021-01-08,50.0,50.0,0.0
2021-01-05,0.7114,1.6461,0.8067,,2021-01-05,2.096,,2021-01-05,1.82,,2021-01-05,2.27,2.545,,2021-01-07,-1100.0,100.0,1200.0
2021-01-04,0.862,1.8552,0.9609,,2021-01-04,2.5943,,2021-01-04,2.02,,2021-01-04,2.475,2.67,,2021-01-06,-1300.0,100.0,1400.0
2020-12-31,1.1003,2.4565,1.4548,,2020-12-31,3.3605,,2020-12-31,2.6,,2020-12-31,2.87,2.87,,2021-01-05,-1300.0,100.0,1400.0
2020-12-30,0.6209,2.4581,0.7712,,2020-12-30,2.9542,,2020-12-30,3.0,,2020-12-30,3.305,3.175,,2021-01-04,-1400.0,200.0,1600.0
2020-12-29,0.6145,2.2322,0.7166,,2020-12-29,2.7516,,2020-12-29,2.66,,2020-12-29,3.155,3.14,,2020-12-31,800.0,900.0,100.0
2020-12-28,0.6485,2.0772,0.7488,,2020-12-28,2.4668,,2020-12-28,2.6,,2020-12-28,2.945,2.915,,2020-12-30,300.0,400.0,100.0
2020-12-25,0.7609,2.1563,0.8606,,2020-12-25,1.7735,,2020-12-25,2.16,,2020-12-25,2.91,2.88,,2020-12-29,100.0,200.0,100.0
2020-12-24,0.6046,1.4336,0.6941,,2020-12-24,2.0478,,2020-12-24,1.65,,2020-12-24,2.54,2.675,,2020-12-28,150.0,250.0,100.0
2020-12-23,0.5878,1.6478,0.6898,,2020-12-23,2.1904,,2020-12-23,2.0,,2020-12-23,2.235,2.54,,2020-12-25,300.0,400.0,100.0
2020-12-22,0.9696,1.886,1.0651,,2020-12-22,2.2451,,2020-12-22,2.1,,2020-12-22,2.02,2.31,,2020-12-24,250.0,400.0,150.0
2020-12-21,1.4349,1.9282,1.5269,,2020-12-21,2.2906,,2020-12-21,2.1,,2020-12-21,2.06,2.33,,2020-12-23,1000.0,1100.0,100.0
2020-12-18,1.7111,2.1137,1.7833,,2020-12-18,2.1384,,2020-12-18,2.2,,2020-12-18,2.095,2.435,,2020-12-22,1200.0,1300.0,100.0
2020-12-17,1.3658,1.8898,1.4324,,2020-12-17,2.1206,,2020-12-17,2.0,,2020-12-17,2.71,2.695,,2020-12-21,900.0,1100.0,200.0
2020-12-16,0.9673,1.6289,1.0374,,2020-12-16,2.3511,,2020-12-16,2.1,,2020-12-16,3.35,3.155,,2020-12-18,0.0,100.0,100.0
2020-12-15,1.3365,2.0108,1.4353,,2020-12-15,2.4319,,2020-12-15,2.2,,2020-12-15,4.33,3.69,,2020-12-17,0.0,100.0,100.0
2020-12-14,1.6789,2.1003,1.7574,,2020-12-14,2.3391,,2020-12-14,2.23,,2020-12-14,4.255,3.72,,2020-12-16,-100.0,100.0,200.0
2020-12-11,1.4223,2.1281,1.5121,,2020-12-11,2.2159,,2020-12-11,2.22,,2020-12-11,3.905,3.645,,2020-12-15,-500.0,100.0,600.0
2020-12-10,0.9881,1.8975,1.0599,,2020-12-10,2.2379,,2020-12-10,2.1,,2020-12-10,2.985,3.195,,2020-12-14,-300.0,200.0,500.0
2020-12-09,1.038,1.8685,1.1145,,2020-12-09,2.3071,,2020-12-09,2.2,,2020-12-09,2.495,2.73,,2020-12-11,0.0,100.0,100.0
2020-12-08,1.2661,2.0555,1.3402,,2020-12-08,2.2997,,2020-12-08,2.17,,2020-12-08,1.88,2.385,,2020-12-10,0.0,100.0,100.0
2020-12-07,1.347,2.0662,1.4177,,2020-12-07,2.3257,,2020-12-07,2.18,,2020-12-07,2.065,2.455,,2020-12-09,100.0,200.0,100.0
2020-12-04,1.0786,2.0372,1.147,,2020-12-04,2.2809,,2020-12-04,2.16,,2020-12-04,2.525,2.64,,2020-12-08,400.0,600.0,200.0
2020-12-03,0.8853,2.0193,0.9725,,2020-12-03,2.072,,2020-12-03,2.15,,2020-12-03,2.315,2.61,,2020-12-07,-1000.0,500.0,1500.0
2020-12-02,0.7432,1.8379,0.8174,,2020-12-02,2.13,,2020-12-02,2.05,,2020-12-02,1.965,2.385,,2020-12-04,-1100.0,100.0,1200.0
2020-12-01,0.7606,1.7587,0.8461,,2020-12-01,2.4761,,2020-12-01,2.0,,2020-12-01,1.725,2.245,,2020-12-03,-700.0,100.0,800.0
2020-11-30,1.0738,2.3049,1.2568,,2020-11-30,2.5837,,2020-11-30,2.47,,2020-11-30,1.765,2.28,,2020-12-02,-1100.0,100.0,1200.0
2020-11-27,0.8178,2.3676,0.8914,,2020-11-27,2.752,,2020-11-27,2.5,,2020-11-27,2.27,2.48,,2020-12-01,-500.0,200.0,700.0
2020-11-26,1.2596,2.3444,1.3315,,2020-11-26,3.1027,,2020-11-26,2.9,,2020-11-26,3.47,2.865,,2020-11-30,1100.0,1500.0,400.0
2020-11-25,1.5648,2.3329,1.6241,,2020-11-25,3.0409,,2020-11-25,3.3,,2020-11-25,4.22,3.42,,2020-11-27,400.0,1250.0,850.0
2020-11-24,1.8132,2.294,1.8728,,2020-11-24,2.338,,2020-11-24,3.1,,2020-11-24,3.115,3.255,,2020-11-26,100.0,800.0,700.0
2020-11-23,1.8356,2.1508,1.895,,2020-11-23,2.3596,,2020-11-23,2.25,,2020-11-23,2.685,2.96,,2020-11-25,200.0,1200.0,1000.0
2020-11-20,1.9257,2.2063,1.982,,2020-11-20,2.4017,,2020-11-20,2.3,,2020-11-20,2.6,3.415,,2020-11-24,200.0,700.0,500.0
