交易日期,机构分类,净买入交易量（亿元）
2024/06/25,银行,-299.41
2024/06/26,保险,13.48
2024/06/26,其他,82.82
2024/06/26,券商,-20.98
2024/06/26,基金,249.76
2024/06/26,银行,-325.08
2024/06/27,保险,19.12
2024/06/27,其他,86.31
2024/06/27,券商,100.94
2024/06/27,基金,162.69
2024/06/27,银行,-369.1
2024/06/28,保险,16.23
2024/06/28,其他,97.21000000000001
2024/06/28,券商,-49.87
2024/06/28,基金,244.65
2024/06/28,银行,-308.22
2024/07/01,保险,16.07
2024/07/01,其他,58.59999999999999
2024/07/01,券商,-0.8300000000000054
2024/07/01,基金,18.29
2024/07/01,银行,-92.14
2024/07/02,保险,18.02
2024/07/02,其他,-23.46
2024/07/02,券商,1.200000000000003
2024/07/02,基金,-386.81
2024/07/02,银行,391.05
2024/07/03,保险,4.9
2024/07/03,其他,131.06
2024/07/03,券商,18.4
2024/07/03,基金,72.84
2024/07/03,银行,-227.18
2024/07/04,保险,-0.24
2024/07/04,其他,18.87
2024/07/04,券商,-152.58
2024/07/04,基金,76.96000000000001
2024/07/04,银行,56.97999999999999
2024/07/05,保险,-0.6799999999999996
2024/07/05,其他,-6.290000000000003
2024/07/05,券商,14.77
2024/07/05,基金,-98.95
2024/07/05,银行,91.14999999999998
2024/07/08,保险,14.55
2024/07/08,其他,-32.5
2024/07/08,券商,-72.86
2024/07/08,基金,-300.5
2024/07/08,银行,391.3200000000001
2024/07/09,保险,10.51
2024/07/09,其他,47.86
2024/07/09,券商,42.27
2024/07/09,基金,-188.24
2024/07/09,银行,87.61
2024/07/10,保险,11.21
2024/07/10,其他,105.93
2024/07/10,券商,-49.49
2024/07/10,基金,91.80999999999999
2024/07/10,银行,-159.47
2024/07/11,保险,14.52
2024/07/11,其他,46.24
2024/07/11,券商,35.81
2024/07/11,基金,16.53
2024/07/11,银行,-113.1
2024/07/12,保险,-0.64
2024/07/12,其他,41.09999999999999
2024/07/12,券商,-92.96000000000001
2024/07/12,基金,162.55
2024/07/12,银行,-110.06
2024/07/15,保险,4.05
2024/07/15,其他,23.14
2024/07/15,券商,149.39
2024/07/15,基金,152.86
2024/07/15,银行,-329.45
2024/07/16,保险,3.92
2024/07/16,其他,103.11
2024/07/16,券商,8.77
2024/07/16,基金,139.43
2024/07/16,银行,-255.24
2024/07/17,保险,-6.01
2024/07/17,其他,49.0
2024/07/17,券商,-24.74
2024/07/17,基金,98.73
2024/07/17,银行,-116.95
2024/07/18,保险,12.23
2024/07/18,其他,70.82000000000001
2024/07/18,券商,-38.65
2024/07/18,基金,97.87
2024/07/18,银行,-142.26
2024/07/19,保险,1.57
2024/07/19,其他,30.25
2024/07/19,券商,79.85
2024/07/19,基金,-22.45
2024/07/19,银行,-89.17999999999999
2024/07/22,保险,-2.1
2024/07/22,其他,88.37
2024/07/22,券商,144.99
2024/07/22,基金,149.1
2024/07/22,银行,-380.36
2024/07/23,保险,2.98
2024/07/23,其他,145.54
2024/07/23,券商,104.42
2024/07/23,基金,268.23
2024/07/23,银行,-521.18
2024/07/24,保险,16.09
2024/07/24,其他,86.66
2024/07/24,券商,-4.739999999999995
2024/07/24,基金,283.38
2024/07/24,银行,-381.41
2024/07/25,保险,15.36
2024/07/25,其他,100.12
2024/07/25,券商,18.34
2024/07/25,基金,123.2
2024/07/25,银行,-257.05
2024/07/26,保险,37.65
2024/07/26,其他,160.57
2024/07/26,券商,69.03
2024/07/26,基金,267.53
2024/07/26,银行,-534.75
2024/07/29,保险,6.4
2024/07/29,其他,84.76
2024/07/29,券商,13.7
2024/07/29,基金,120.24
2024/07/29,银行,-225.12
2024/07/30,保险,12.3
2024/07/30,其他,77.6
2024/07/30,券商,56.13
2024/07/30,基金,175.4
2024/07/30,银行,-321.44
2024/07/31,保险,11.01
2024/07/31,其他,79.02
2024/07/31,券商,-12.08000000000001
2024/07/31,基金,11.34
2024/07/31,银行,-89.28
2024/08/01,保险,12.78
2024/08/01,其他,19.28
2024/08/01,券商,-5.900000000000002
2024/08/01,基金,0.8200000000000001
2024/08/01,银行,-26.98
2024/08/02,保险,7.390000000000001
2024/08/02,其他,102.3
2024/08/02,券商,-51.74
2024/08/02,基金,217.94
2024/08/02,银行,-275.9
2024/08/05,保险,6.74
2024/08/05,其他,86.01
2024/08/05,券商,44.17000000000001
2024/08/05,基金,89.94
2024/08/05,银行,-226.88
2024/08/06,保险,21.99
2024/08/06,其他,212.12
2024/08/06,券商,52.13
2024/08/06,基金,70.57
2024/08/06,银行,-356.81
2024/08/07,保险,18.47
2024/08/07,其他,284.12
2024/08/07,券商,-44.72
2024/08/07,基金,24.94
2024/08/07,银行,-282.83
